zip,settlement,short,latitude,longitude,cleaned_settlement
3652,Sajónémeti,BZ,48.2667,20.3833,sajónémeti
3653,Sajópüspöki,BZ,48.2833,20.35,sajópüspöki
3654,Bánréve,BZ,48.3,20.3667,bánréve
3655,Hét,BZ,48.2833,20.3833,hét
3656,Sajómercse,BZ,48.25,20.4167,sajómercse
3656,Sajóvelezd,BZ,48.2667,20.4667,sajóvelezd
3657,Királd,BZ,48.25,20.4,királd
3658,Borsodbóta,BZ,48.2167,20.4,borsodbóta
3659,Sáta,BZ,48.1833,20.4,sáta
3661,Sáta,BZ,48.1833,20.4,sáta
3662,Sáta,BZ,48.1833,20.4,sáta
3663,Arló,BZ,48.1833,20.2667,arló
3664,Járdánháza,BZ,48.15,20.25,járdánháza
3671,Borsodnádasd,BZ,48.1167,20.25,borsodnádasd
3672,Borsodnádasd,BZ,48.1167,20.25,borsodnádasd
3700,Kazincbarcika,BZ,48.25,20.6333,kazincbarcika
3701,Kazincbarcika,BZ,48.25,20.6333,kazincbarcika
3702,Kazincbarcika,BZ,48.25,20.6333,kazincbarcika
3703,Kazincbarcika,BZ,48.25,20.6333,kazincbarcika
3704,Kazincbarcika,BZ,48.25,20.6333,kazincbarcika
3705,Kazincbarcika,BZ,48.25,20.6333,kazincbarcika
3711,Szirmabesenyő,BZ,48.15,20.8,szirmabesenyő
3712,Sajósenye,BZ,48.2,20.8333,sajósenye
3712,Sajóvámos,BZ,48.1833,20.85,sajóvámos
3713,Arnót,BZ,48.1333,20.8667,arnót
3714,Sajópálfala,BZ,48.1667,20.85,sajópálfala
3715,Gesztely,BZ,48.1,20.9667,gesztely
3716,Újcsanálos,BZ,48.1333,21.0167,újcsanálos
3716,Sóstófalva,BZ,48.15,21.0,sóstófalva
3717,Alsódobsza,BZ,48.1833,21.0,alsódobsza
3718,Megyaszó,BZ,48.1833,21.05,megyaszó
3720,Sajókaza,BZ,48.2833,20.5833,sajókaza
3720,Sajóivánka,BZ,48.2667,20.5833,sajóivánka
3721,Felsőnyárád,BZ,48.3333,20.6,felsőnyárád
3721,Jákfalva,BZ,48.3333,20.5833,jákfalva
3721,Dövény,BZ,48.35,20.55,dövény
3722,Felsőkelecsény,BZ,48.3667,20.6,felsőkelecsény
3723,Zubogy,BZ,48.3833,20.5833,zubogy
3724,Imola,BZ,48.4167,20.55,imola
3724,Ragály,BZ,48.4,20.5167,ragály
3724,Trizs,BZ,48.4333,20.5,trizs
3726,Alsószuha,BZ,48.3667,20.5167,alsószuha
3726,Szuhafő,BZ,48.4167,20.45,szuhafő
3726,Zádorfalva,BZ,48.3833,20.4833,zádorfalva
3728,Gömörszőlős,BZ,48.3833,20.4333,gömörszőlős
3728,Kelemér,BZ,48.35,20.4333,kelemér
3729,Serényfalva,BZ,48.3167,20.4,serényfalva
3731,Szuhakálló,BZ,48.2833,20.6667,szuhakálló
3732,Kurityán,BZ,48.3167,20.6333,kurityán
3733,Rudabánya,BZ,48.3833,20.6333,rudabánya
3734,Szuhogy,BZ,48.3833,20.6833,szuhogy
3735,Kánó,BZ,48.4333,20.6,kánó
3735,Felsőtelekes,BZ,48.4,20.6333,felsőtelekes
3735,Alsótelekes,BZ,48.4167,20.6667,alsótelekes
3741,Izsófalva,BZ,48.3,20.6667,izsófalva
3742,Rudolftelep,BZ,48.3167,20.6833,rudolftelep
3743,Ormosbánya,BZ,48.35,20.65,ormosbánya
3744,Múcsony,BZ,48.2667,20.6833,múcsony
3751,Szendrőlád,BZ,48.35,20.75,szendrőlád
3752,Galvács,BZ,48.4167,20.7833,galvács
3752,Szendrő,BZ,48.4,20.7333,szendrő
3753,Abod,BZ,48.4,20.8,abod
3754,Szalonna,BZ,48.45,20.75,szalonna
3754,Meszes,BZ,48.4333,20.8,meszes
3755,Martonyi,BZ,48.4667,20.7667,martonyi
3756,Varbóc,BZ,48.4667,20.65,varbóc
3756,Perkupa,BZ,48.4667,20.7,perkupa
3757,Égerszög,BZ,48.45,20.5833,égerszög
3757,Teresztenye,BZ,48.45,20.6167,teresztenye
3757,Szőlősardó,BZ,48.45,20.6333,szőlősardó
3758,Jósvafő,BZ,48.4833,20.5667,jósvafő
3759,Aggtelek,BZ,48.4667,20.5167,aggtelek
3761,Szin,BZ,48.5,20.6667,szin
3761,Tornakápolna,BZ,48.4667,20.6167,tornakápolna
3761,Szinpetri,BZ,48.4833,20.6333,szinpetri
3762,Szögliget,BZ,48.5167,20.6833,szögliget
3763,Bódvaszilas,BZ,48.5333,20.7333,bódvaszilas
3764,Bódvarákó,BZ,48.5167,20.75,bódvarákó
3765,Tornaszentandrás,BZ,48.5167,20.7833,tornaszentandrás
3765,Komjáti,BZ,48.55,20.7667,komjáti
3765,Tornabarakony,BZ,48.5,20.8167,tornabarakony
3767,Tornanádaska,BZ,48.5667,20.7833,tornanádaska
3768,Hidvégardó,BZ,48.5667,20.85,hidvégardó
3768,Bódvalenke,BZ,48.55,20.8167,bódvalenke
3768,Becskeháza,BZ,48.5333,20.85,becskeháza
3769,Tornaszentjakab,BZ,48.5167,20.8833,tornaszentjakab
3770,Sajószentpéter,BZ,48.2167,20.7167,sajószentpéter
3773,Sajókápolna,BZ,48.2,20.7,sajókápolna
3773,Sajólászlófalva,BZ,48.1833,20.6833,sajólászlófalva
3775,Kondó,BZ,48.2,20.65,kondó
3776,Radostyán,BZ,48.1833,20.6667,radostyán
3777,Parasznya,BZ,48.1667,20.65,parasznya
3778,Varbó,BZ,48.1667,20.6333,varbó
3779,Alacska,BZ,48.2167,20.65,alacska
3780,Ládbesenyő,BZ,48.3,20.7333,ládbesenyő
3780,Damak,BZ,48.3167,20.8333,damak
3780,Balajt,BZ,48.3,20.7333,balajt
3780,Edelény,BZ,48.3,20.7333,edelény
3783,Ládbesenyő,BZ,48.3,20.7333,ládbesenyő
3786,Irota,BZ,48.4,20.8833,irota
3786,Szakácsi,BZ,48.3833,20.8667,szakácsi
3786,Hegymeg,BZ,48.3333,20.8667,hegymeg
3786,Lak,BZ,48.35,20.8667,lak
3787,Tomor,BZ,48.3333,20.8833,tomor
3791,Sajókeresztúr,BZ,48.1667,20.7833,sajókeresztúr
3792,Sajóbábony,BZ,48.1667,20.7333,sajóbábony
3793,Sajóecseg,BZ,48.2,20.7833,sajóecseg
3794,Boldva,BZ,48.2167,20.8,boldva
3794,Ziliz,BZ,48.25,20.8,ziliz
3795,Hangács,BZ,48.3,20.8333,hangács
3795,Nyomár,BZ,48.2833,20.8167,nyomár
3796,Borsodszirák,BZ,48.2667,20.7667,borsodszirák
3800,Szikszó,BZ,48.2,20.9333,szikszó
3809,Abaújszolnok,BZ,48.3667,20.9833,abaújszolnok
3809,Nyésta,BZ,48.3667,20.95,nyésta
3809,Selyeb,BZ,48.3333,20.9667,selyeb
3811,Alsóvadász,BZ,48.25,20.9167,alsóvadász
3812,Monaj,BZ,48.3,20.95,monaj
3812,Homrogd,BZ,48.2833,20.9167,homrogd
3813,Kupa,BZ,48.3333,20.9167,kupa
3814,Felsővadász,BZ,48.3667,20.9333,felsővadász
3815,Gadna,BZ,48.4,20.9333,gadna
3815,Abaújlak,BZ,48.4,20.9667,abaújlak
3816,Gagyvendégi,BZ,48.4333,20.9833,gagyvendégi
3817,Gagybátor,BZ,48.4333,20.95,gagybátor
3821,Pamlény,BZ,48.5,20.9333,pamlény
3821,Büttös,BZ,48.4833,21.0167,büttös
3821,Szászfa,BZ,48.4667,20.95,szászfa
3821,Kány,BZ,48.5167,21.0167,kány
3821,Perecse,BZ,48.5,21.0,perecse
3821,Krasznokvajda,BZ,48.4667,20.9833,krasznokvajda
3821,Keresztéte,BZ,48.5,20.95,keresztéte
3825,Debréte,BZ,48.5,20.8667,debréte
3825,Rakaca,BZ,48.4667,20.9,rakaca
3825,Viszló,BZ,48.5,20.9,viszló
3826,Rakacaszend,BZ,48.4667,20.85,rakacaszend
3831,Kázsmárk,BZ,48.2833,20.9833,kázsmárk
3832,Léh,BZ,48.2833,20.9833,léh
3833,Rásonysápberencs,BZ,48.3167,21.0,rásonysápberencs
3834,Beret,BZ,48.35,21.0333,beret
3834,Detek,BZ,48.3333,21.0333,detek
3836,Baktakék,BZ,48.3833,21.0333,baktakék
3837,Felsőgagy,BZ,48.4333,21.0167,felsőgagy
3837,Gagyapáti,BZ,48.4167,21.0,gagyapáti
3837,Alsógagy,BZ,48.4,21.0333,alsógagy
3837,Csenyéte,BZ,48.4333,21.05,csenyéte
3841,Aszaló,BZ,48.2167,20.9667,aszaló
3842,Halmaj,BZ,48.25,21.0,halmaj
3843,Kiskinizs,BZ,48.25,21.05,kiskinizs
3844,Szentistvánbaksa,BZ,48.2167,21.0333,szentistvánbaksa
3844,Nagykinizs,BZ,48.2333,21.0333,nagykinizs
3846,Hernádkércs,BZ,48.25,21.05,hernádkércs
3847,Felsődobsza,BZ,48.2667,21.0667,felsődobsza
3848,Csobád,BZ,48.2833,21.0333,csobád
3849,Forró,BZ,48.3167,21.0833,forró
3851,Ináncs,BZ,48.2833,21.0667,ináncs
3852,Hernádszentandrás,BZ,48.2833,21.1,hernádszentandrás
3853,Pere,BZ,48.2833,21.1333,pere
3853,Hernádbűd,BZ,48.3,21.1333,hernádbűd
3854,Hernádbűd,BZ,48.3,21.1333,hernádbűd
3855,Fancsal,BZ,48.35,21.0667,fancsal
3860,Encs,BZ,48.3333,21.1333,encs
3861,Encs,BZ,48.3333,21.1333,encs
3863,Szalaszend,BZ,48.3833,21.1333,szalaszend
3864,Fulókércs,BZ,48.4333,21.1167,fulókércs
3865,Fáj,BZ,48.4167,21.0833,fáj
3866,Szemere,BZ,48.4667,21.1,szemere
3866,Litka,BZ,48.45,21.0667,litka
3871,Méra,BZ,48.35,21.15,méra
3872,Novajidrány,BZ,48.4,21.1833,novajidrány
3873,Garadna,BZ,48.4167,21.1833,garadna
3874,Pusztaradvány,BZ,48.4667,21.1333,pusztaradvány
3874,Hernádvécse,BZ,48.45,21.1667,hernádvécse
3874,Hernádpetri,BZ,48.4833,21.1667,hernádpetri
3875,Hernádszurdok,BZ,48.4833,21.2167,hernádszurdok
3876,Hidasnémeti,BZ,48.5,21.2333,hidasnémeti
3877,Tornyosnémeti,BZ,48.5167,21.2667,tornyosnémeti
3881,Abaújszántó,BZ,48.2833,21.2,abaújszántó
3881,Sima,BZ,48.3,21.3,sima
3881,Baskó,BZ,48.3333,21.3333,baskó
3882,Abaújalpár,BZ,48.3167,21.2333,abaújalpár
3882,Abaújkér,BZ,48.3,21.2,abaújkér
3884,Boldogkőújfalu,BZ,48.3167,21.25,boldogkőújfalu
3885,Boldogkőváralja,BZ,48.3333,21.2333,boldogkőváralja
3885,Arka,BZ,48.35,21.25,arka
3886,Korlát,BZ,48.3833,21.25,korlát
3887,Hernádcéce,BZ,48.35,21.2,hernádcéce
3888,Vizsoly,BZ,48.3833,21.2167,vizsoly
3891,Vilmány,BZ,48.4167,21.2333,vilmány
3892,Hejce,BZ,48.4333,21.2833,hejce
3893,Regéc,BZ,48.4,21.35,regéc
3893,Fony,BZ,48.4,21.3,fony
3893,Mogyoróska,BZ,48.3833,21.3333,mogyoróska
3894,Göncruszka,BZ,48.45,21.25,göncruszka
3895,Gönc,BZ,48.4667,21.2833,gönc
3896,Telkibánya,BZ,48.4833,21.3667,telkibánya
3897,Zsujta,BZ,48.5,21.2833,zsujta
3898,Abaújvár,BZ,48.5333,21.3167,abaújvár
3898,Pányok,BZ,48.5333,21.3667,pányok
3899,Kéked,BZ,48.55,21.35,kéked
3900,Szerencs,BZ,48.1667,21.2,szerencs
3901,Szerencs,BZ,48.1667,21.2,szerencs
3903,Bekecs,BZ,48.15,21.1833,bekecs
3904,Legyesbénye,BZ,48.1667,21.15,legyesbénye
3905,Monok,BZ,48.2167,21.15,monok
3906,Golop,BZ,48.2333,21.2,golop
3907,Tállya,BZ,48.2333,21.2333,tállya
3908,Rátka,BZ,48.2167,21.2333,rátka
3909,Mád,BZ,48.2,21.2833,mád
3910,Tokaj,BZ,48.1167,21.4167,tokaj
3911,Tokaj,BZ,48.1167,21.4167,tokaj
3915,Tarcal,BZ,48.1333,21.35,tarcal
3916,Bodrogkeresztúr,BZ,48.1667,21.3667,bodrogkeresztúr
3917,Bodrogkisfalud,BZ,48.1833,21.3667,bodrogkisfalud
3918,Szegi,BZ,48.2,21.3833,szegi
3918,Szegilong,BZ,48.2167,21.4,szegilong
3921,Taktaszada,BZ,48.1167,21.1833,taktaszada
3922,Taktaharkány,BZ,48.0833,21.1333,taktaharkány
3923,Taktaharkány,BZ,48.0833,21.1333,taktaharkány
3924,Taktakenéz,BZ,48.05,21.2167,taktakenéz
3925,Prügy,BZ,48.0833,21.25,prügy
3926,Taktabáj,BZ,48.0667,21.3167,taktabáj
3927,Csobaj,BZ,48.05,21.35,csobaj
3928,Tiszatardos,BZ,48.05,21.3833,tiszatardos
3929,Tiszaladány,BZ,48.0667,21.4167,tiszaladány
3931,Mezőzombor,BZ,48.15,21.2667,mezőzombor
3932,Erdőbénye,BZ,48.2667,21.3667,erdőbénye
3933,Olaszliszka,BZ,48.25,21.4333,olaszliszka
3934,Tolcsva,BZ,48.2833,21.45,tolcsva
3935,Erdőhorváti,BZ,48.3167,21.4333,erdőhorváti
3936,Háromhuta,BZ,48.3833,21.4333,háromhuta
3937,Komlóska,BZ,48.3333,21.4667,komlóska
3941,Vámosújfalu,BZ,48.2667,21.4667,vámosújfalu
3942,Sárazsadány,BZ,48.2667,21.5,sárazsadány
3943,Bodrogolaszi,BZ,48.2833,21.5167,bodrogolaszi
3944,Bodrogolaszi,BZ,48.2833,21.5167,bodrogolaszi
3945,Bodrogolaszi,BZ,48.2833,21.5167,bodrogolaszi
3950,Sárospatak,BZ,48.3167,21.5833,sárospatak
3954,Györgytarló,BZ,48.2,21.6667,györgytarló
3955,Kenézlő,BZ,48.2,21.5333,kenézlő
3956,Viss,BZ,48.2167,21.5167,viss
3957,Zalkod,BZ,48.1833,21.4667,zalkod
3958,Hercegkút,BZ,48.3333,21.5333,hercegkút
3959,Makkoshotyka,BZ,48.35,21.5167,makkoshotyka
3961,Vajdácska,BZ,48.3167,21.6667,vajdácska
3962,Karos,BZ,48.3333,21.75,karos
3963,Karcsa,BZ,48.3167,21.8,karcsa
3964,Pácin,BZ,48.3333,21.8333,pácin
3965,Kisrozvágy,BZ,48.35,21.95,kisrozvágy
3965,Nagyrozvágy,BZ,48.3333,21.9167,nagyrozvágy
3967,Lácacséke,BZ,48.3667,22.0,lácacséke
3971,Tiszakarád,BZ,48.2,21.7167,tiszakarád
3972,Tiszacsermely,BZ,48.2333,21.7833,tiszacsermely
3973,Cigánd,BZ,48.25,21.9,cigánd
3974,Ricse,BZ,48.3333,21.9667,ricse
3974,Semjén,BZ,48.35,21.9667,semjén
3976,Révleányvár,BZ,48.3167,22.05,révleányvár
3977,Zemplénagárd,BZ,48.35,22.0833,zemplénagárd
3978,Dámóc,BZ,48.3667,22.0333,dámóc
3980,Sátoraljaújhely,BZ,48.4,21.6667,sátoraljaújhely
3981,Sátoraljaújhely,BZ,48.4,21.6667,sátoraljaújhely
3985,Felsőberecki,BZ,48.3667,21.7,felsőberecki
3985,Alsóberecki,BZ,48.35,21.7,alsóberecki
3987,Bodroghalom,BZ,48.3,21.7167,bodroghalom
3988,Bodroghalom,BZ,48.3,21.7167,bodroghalom
3989,Mikóháza,BZ,48.475,21.6167,mikóháza
3989,Felsőregmec,BZ,48.4833,21.6167,felsőregmec
3989,Alsóregmec,BZ,48.4667,21.6167,alsóregmec
3991,Vilyvitány,BZ,48.5,21.5667,vilyvitány
3992,Vágáshuta,BZ,48.4167,21.55,vágáshuta
3992,Kovácsvágás,BZ,48.45,21.5333,kovácsvágás
3993,Füzérradvány,BZ,48.4833,21.5333,füzérradvány
3994,Kishuta,BZ,48.45,21.4833,kishuta
3994,Filkeháza,BZ,48.5,21.5,filkeháza
3994,Nagyhuta,BZ,48.4333,21.5,nagyhuta
3994,Füzérkajata,BZ,48.5167,21.5,füzérkajata
3994,Pálháza,BZ,48.4667,21.5167,pálháza
3994,Bózsva,BZ,48.4667,21.4667,bózsva
3995,Pusztafalu,BZ,48.55,21.5,pusztafalu
3996,Füzér,BZ,48.55,21.4667,füzér
3997,Füzérkomlós,BZ,48.5167,21.4667,füzérkomlós
3998,Nyíri,BZ,48.5,21.45,nyíri
3999,Hollóháza,BZ,48.55,21.4167,hollóháza
4000,Debrecen,HB,47.7675,21.24,debrecen
4001,Debrecen,HB,47.7675,21.24,debrecen
4002,Debrecen,HB,47.7675,21.24,debrecen
4003,Debrecen,HB,47.7675,21.24,debrecen
4004,Debrecen,HB,47.7675,21.24,debrecen
4005,Debrecen,HB,47.7675,21.24,debrecen
4006,Debrecen,HB,47.7675,21.24,debrecen
4007,Debrecen,HB,47.7675,21.24,debrecen
4008,Debrecen,HB,47.7675,21.24,debrecen
4009,Debrecen,HB,47.7675,21.24,debrecen
4010,Debrecen,HB,47.7675,21.24,debrecen
4011,Debrecen,HB,47.7675,21.24,debrecen
4012,Debrecen,HB,47.7675,21.24,debrecen
4013,Debrecen,HB,47.7675,21.24,debrecen
4014,Debrecen,HB,47.7675,21.24,debrecen
4015,Debrecen,HB,47.7675,21.24,debrecen
4017,Debrecen,HB,47.7675,21.24,debrecen
4021,Debrecen,HB,47.7675,21.24,debrecen
4022,Debrecen,HB,47.7675,21.24,debrecen
4024,Debrecen,HB,47.7675,21.24,debrecen
4025,Debrecen,HB,47.7675,21.24,debrecen
4026,Debrecen,HB,47.7675,21.24,debrecen
4027,Debrecen,HB,47.7675,21.24,debrecen
4028,Debrecen,HB,47.7675,21.24,debrecen
4029,Debrecen,HB,47.7675,21.24,debrecen
4030,Debrecen,HB,47.7675,21.24,debrecen
4031,Debrecen,HB,47.7675,21.24,debrecen
4032,Debrecen,HB,47.7675,21.24,debrecen
4033,Debrecen,HB,47.7675,21.24,debrecen
4034,Debrecen,HB,47.7675,21.24,debrecen
4040,Debrecen,HB,47.7675,21.24,debrecen
4041,Debrecen,HB,47.7675,21.24,debrecen
4042,Debrecen,HB,47.7675,21.24,debrecen
4044,Debrecen,HB,47.7675,21.24,debrecen
4045,Debrecen,HB,47.7675,21.24,debrecen
4046,Debrecen,HB,47.7675,21.24,debrecen
4047,Debrecen,HB,47.7675,21.24,debrecen
4048,Debrecen,HB,47.7675,21.24,debrecen
4060,Balmazújváros,HB,47.6167,21.35,balmazújváros
4063,Balmazújváros,HB,47.6167,21.35,balmazújváros
4063,Debrecen,HB,47.6167,21.35,debrecen
4064,Nagyhegyes,HB,47.5167,21.4167,nagyhegyes
4065,Újszentmargita,HB,47.7333,21.1,újszentmargita
4066,Tiszacsege,HB,47.7,21.0,tiszacsege
4067,Tiszacsege,HB,47.7,21.0,tiszacsege
4069,Egyek,HB,47.6333,20.9,egyek
4071,Hortobágy,HB,47.5833,21.1667,hortobágy
4074,Tarnalelesz,HB,47.7708,21.2167,tarnalelesz
4075,Görbeháza,HB,47.8333,21.2333,görbeháza
4078,Görbeháza,HB,47.8333,21.2333,görbeháza
4079,Görbeháza,HB,47.8333,21.2333,görbeháza
4080,Hajdúnánás,HB,47.85,21.4333,hajdúnánás
4081,Hajdúnánás,HB,47.85,21.4333,hajdúnánás
4085,Hajdúnánás,HB,47.85,21.4333,hajdúnánás
4086,Hajdúnánás,HB,47.85,21.4333,hajdúnánás
4087,Hajdúdorog,HB,47.8167,21.5,hajdúdorog
4090,Polgár,HB,47.8667,21.1167,polgár
4090,Folyás,HB,47.8,21.1333,folyás
4096,Újtikos,HB,47.9167,21.1833,újtikos
4097,Tiszagyulaháza,HB,47.95,21.15,tiszagyulaháza
4100,Berettyóújfalu,HB,47.2167,21.55,berettyóújfalu
4101,Berettyóújfalu,HB,47.2167,21.55,berettyóújfalu
4103,Berettyóújfalu,HB,47.2167,21.55,berettyóújfalu
4110,Biharkeresztes,HB,47.1333,21.7167,biharkeresztes
4114,Bojt,HB,47.2,21.7333,bojt
4115,Ártánd,HB,47.1167,21.7667,ártánd
4116,Berekböszörmény,HB,47.0667,21.6833,berekböszörmény
4117,Told,HB,47.1167,21.65,told
4118,Mezőpeterd,HB,47.1667,21.6167,mezőpeterd
4119,Váncsod,HB,47.2,21.65,váncsod
4121,Szentpéterszeg,HB,47.2333,21.6167,szentpéterszeg
4122,Gáborján,HB,47.2333,21.6667,gáborján
4123,Hencida,HB,47.25,21.7,hencida
4124,Esztár,HB,47.2833,21.7833,esztár
4125,Pocsaj,HB,47.2833,21.8167,pocsaj
4126,Kismarja,HB,47.25,21.8333,kismarja
4127,Nagykereki,HB,47.1833,21.8,nagykereki
4128,Bedő,HB,47.1667,21.75,bedő
4130,Derecske,HB,47.35,21.5667,derecske
4131,Derecske,HB,47.35,21.5667,derecske
4132,Tépe,HB,47.3167,21.5833,tépe
4133,Konyár,HB,47.3167,21.6667,konyár
4134,Mezősas,HB,47.1167,21.5667,mezősas
4135,Körösszegapáti,HB,47.0333,21.6333,körösszegapáti
4136,Körösszakál,HB,47.0167,21.6,körösszakál
4137,Magyarhomorog,HB,47.0167,21.55,magyarhomorog
4138,Komádi,HB,47.0,21.5,komádi
4141,Furta,HB,47.1333,21.4667,furta
4142,Zsáka,HB,47.1333,21.4333,zsáka
4143,Vekerd,HB,47.1,21.4,vekerd
4144,Darvas,HB,47.1,21.35,darvas
4145,Csökmő,HB,47.0333,21.3,csökmő
4146,Újiráz,HB,46.9833,21.3667,újiráz
4150,Püspökladány,HB,47.3167,21.1167,püspökladány
4151,Püspökladány,HB,47.3167,21.1167,püspökladány
4152,Püspökladány,HB,47.3167,21.1167,püspökladány
4155,Püspökladány,HB,47.3167,21.1167,püspökladány
4161,Báránd,HB,47.3,21.2333,báránd
4162,Báránd,HB,47.3,21.2333,báránd
4163,Szerep,HB,47.2333,21.15,szerep
4164,Bakonszeg,HB,47.1833,21.45,bakonszeg
4171,Sárrétudvari,HB,47.2333,21.2,sárrétudvari
4172,Biharnagybajom,HB,47.2167,21.2333,biharnagybajom
4173,Nagyrábé,HB,47.2,21.3333,nagyrábé
4174,Bihartorda,HB,47.2167,21.3667,bihartorda
4175,Bihardancsháza,HB,47.2333,21.3167,bihardancsháza
4176,Sáp,HB,47.25,21.3667,sáp
4177,Földes,HB,47.3,21.3667,földes
4181,Nádudvar,HB,47.4167,21.1667,nádudvar
4183,Kaba,HB,47.35,21.2833,kaba
4184,Tetétlen,HB,47.3167,21.3,tetétlen
4200,Hajdúszoboszló,HB,47.4467,21.3924,hajdúszoboszló
4201,Hajdúszoboszló,HB,47.45,21.4,hajdúszoboszló
4202,Hajdúszoboszló,HB,47.45,21.4,hajdúszoboszló
4211,Ebes,HB,47.4667,21.5,ebes
4212,Hajdúszovát,HB,47.3833,21.4833,hajdúszovát
4220,Hajdúböszörmény,HB,47.6667,21.5167,hajdúböszörmény
4221,Hajdúböszörmény,HB,47.6667,21.5167,hajdúböszörmény
4224,Hajdúböszörmény,HB,47.6667,21.5167,hajdúböszörmény
4225,Hajdúböszörmény,HB,47.6667,21.5167,hajdúböszörmény
4225,Debrecen,HB,47.6667,21.5167,debrecen
4231,Bököny,SZ,47.7333,21.75,bököny
4232,Geszteréd,SZ,47.7667,21.7833,geszteréd
4233,Balkány,SZ,47.7667,21.8667,balkány
4234,Szakoly,SZ,47.7667,21.9167,szakoly
4235,Biri,SZ,47.8167,21.85,biri
4241,Bocskaikert,HB,47.4333,21.9167,bocskaikert
4242,Hajdúhadház,HB,47.6833,21.6667,hajdúhadház
4243,Téglás,HB,47.7167,21.6833,téglás
4244,Újfehértó,SZ,47.8,21.6833,újfehértó
4245,Érpatak,SZ,47.8,21.7667,érpatak
4246,Érpatak,SZ,47.8,21.7667,érpatak
4251,Hajdúsámson,HB,47.6,21.7667,hajdúsámson
4252,Hajdúsámson,HB,47.6,21.7667,hajdúsámson
4253,Hajdúsámson,HB,47.6,21.7667,hajdúsámson
4254,Nyíradony,HB,47.6833,21.9167,nyíradony
4262,Nyíracsád,HB,47.6,21.9833,nyíracsád
4263,Nyírmártonfalva,HB,47.5833,21.9,nyírmártonfalva
4264,Nyírábrány,HB,47.55,22.0333,nyírábrány
4266,Fülöp,HB,47.6,22.0667,fülöp
4267,Penészlek,SZ,47.6333,22.15,penészlek
4271,Mikepércs,HB,47.45,21.6333,mikepércs
4272,Sáránd,HB,47.4,21.6333,sáránd
4273,Hajdúbagos,HB,47.4,21.6667,hajdúbagos
4274,Hosszúpályi,HB,47.4,21.75,hosszúpályi
4275,Monostorpályi,HB,47.4,21.7833,monostorpályi
4281,Létavértes,HB,47.3833,21.9,létavértes
4283,Létavértes,HB,47.3833,21.9,létavértes
4284,Kokad,HB,47.4,21.95,kokad
4285,Álmosd,HB,47.4167,21.9833,álmosd
4286,Bagamér,HB,47.45,22.0,bagamér
4287,Vámospércs,HB,47.5333,21.9,vámospércs
4288,Újléta,HB,47.4667,21.8833,újléta
4300,Nyírbátor,SZ,47.8333,22.1333,nyírbátor
4301,Nyírbátor,SZ,47.8333,22.1333,nyírbátor
4311,Nyírgyulaj,SZ,47.8833,22.1,nyírgyulaj
4320,Nagykálló,SZ,47.8833,21.85,nagykálló
4321,Nagykálló,SZ,47.8833,21.85,nagykálló
4324,Kállósemjén,SZ,47.8667,21.9333,kállósemjén
4325,Kisléta,SZ,47.8333,22.0167,kisléta
4326,Máriapócs,SZ,47.8833,22.0333,máriapócs
4327,Pócspetri,SZ,47.8833,22.0,pócspetri
4331,Nyírcsászári,SZ,47.8667,22.1833,nyírcsászári
4332,Nyírderzs,SZ,47.9,22.1667,nyírderzs
4333,Nyírkáta,SZ,47.8667,22.2667,nyírkáta
4334,Hodász,SZ,47.9167,22.2167,hodász
4335,Kántorjánosi,SZ,47.9333,22.15,kántorjánosi
4336,Őr,SZ,47.9833,22.2,őr
4337,Jármi,SZ,47.9667,22.25,jármi
4338,Papos,SZ,47.9833,22.25,papos
4341,Nyírvasvári,SZ,47.8167,22.1833,nyírvasvári
4342,Terem,SZ,47.8,22.3167,terem
4343,Bátorliget,SZ,47.8083,22.25,bátorliget
4351,Vállaj,SZ,47.7667,22.3833,vállaj
4352,Mérk,SZ,47.7833,22.3667,mérk
4353,Tiborszállás,SZ,47.8167,22.4167,tiborszállás
4354,Fábiánháza,SZ,47.8333,22.3667,fábiánháza
4355,Nagyecsed,SZ,47.8667,22.4,nagyecsed
4356,Nyírcsaholy,SZ,47.9,22.3333,nyírcsaholy
4361,Nyírbogát,SZ,47.8,22.0667,nyírbogát
4362,Nyírgelse,SZ,47.75,21.9833,nyírgelse
4363,Nyírmihálydi,SZ,47.7333,21.9833,nyírmihálydi
4371,Nyírlugos,SZ,47.7,22.05,nyírlugos
4372,Nyírbéltek,SZ,47.7,22.1333,nyírbéltek
4373,Ömböly,SZ,47.7,22.2167,ömböly
4374,Encsencs,SZ,47.7333,22.1167,encsencs
4375,Piricse,SZ,47.7667,22.15,piricse
4376,Nyírpilis,SZ,47.7833,22.1833,nyírpilis
4400,Nyíregyháza,SZ,47.95,21.7167,nyíregyháza
4401,Nyíregyháza,SZ,47.95,21.7167,nyíregyháza
4402,Nyíregyháza,SZ,47.95,21.7167,nyíregyháza
4403,Nyíregyháza,SZ,47.95,21.7167,nyíregyháza
4404,Nyíregyháza,SZ,47.95,21.7167,nyíregyháza
4405,Nyíregyháza,SZ,47.95,21.7167,nyíregyháza
4406,Nyíregyháza,SZ,47.95,21.7167,nyíregyháza
4407,Nyíregyháza,SZ,47.95,21.7167,nyíregyháza
4410,Nyíregyháza,SZ,47.95,21.7167,nyíregyháza
4411,Nyíregyháza,SZ,47.95,21.7167,nyíregyháza
4412,Nyíregyháza,SZ,47.95,21.7167,nyíregyháza
