zip,settlement,short,latitude,longitude,cleaned_settlement
6600,Szentes,CS,46.65,20.2667,szentes
6601,Szentes,CS,46.65,20.2667,szentes
6602,Szentes,CS,46.65,20.2667,szentes
6603,Szentes,CS,46.65,20.2667,szentes
6612,Nagytőke,CS,46.7,20.2833,nagytőke
6621,Derekegyház,CS,46.5833,20.3667,derekegyház
6622,Nagymágocs,CS,46.5833,20.5,nagymágocs
6623,Árpádhalom,CS,46.6167,20.55,árpádhalom
6624,Eperjes,CS,46.6833,20.5667,eperjes
6625,Fábiánsebestyén,CS,46.6833,20.4667,fábiánsebestyén
6630,Mindszent,CS,46.5333,20.2,mindszent
6635,Szegvár,CS,46.5833,20.2333,szegvár
6636,Mártély,CS,46.4833,20.2167,mártély
6640,Csongrád,CS,46.7,20.15,csongrád
6641,Csongrád,CS,46.7,20.15,csongrád
6642,Csongrád,CS,46.7,20.15,csongrád
6645,Felgyő,CS,46.65,20.1,felgyő
6646,Tömörkény,CS,46.6167,20.0333,tömörkény
6647,Csanytelek,CS,46.6,20.1167,csanytelek
6648,Csanytelek,CS,46.6,20.1167,csanytelek
6700,Szeged,CS,46.318,20.027,szeged
6701,Szeged,CS,46.318,20.027,szeged
6702,Szeged,CS,46.318,20.027,szeged
6703,Szeged,CS,46.318,20.027,szeged
6704,Szeged,CS,46.318,20.027,szeged
6705,Szeged,CS,46.318,20.027,szeged
6706,Szeged,CS,46.318,20.027,szeged
6707,Szeged,CS,46.318,20.027,szeged
6708,Szeged,CS,46.318,20.027,szeged
6709,Szeged,CS,46.318,20.027,szeged
6710,Szeged,CS,46.318,20.027,szeged
6712,Szeged,CS,46.318,20.027,szeged
6713,Szeged,CS,46.318,20.027,szeged
6717,Szeged,CS,46.318,20.027,szeged
6718,Szeged,CS,46.318,20.027,szeged
6719,Szeged,CS,46.318,20.027,szeged
6720,Szeged,CS,46.318,20.027,szeged
6721,Szeged,CS,46.318,20.027,szeged
6722,Szeged,CS,46.318,20.027,szeged
6723,Szeged,CS,46.318,20.027,szeged
6724,Szeged,CS,46.318,20.027,szeged
6725,Szeged,CS,46.318,20.027,szeged
6726,Szeged,CS,46.318,20.027,szeged
6727,Szeged,CS,46.318,20.027,szeged
6728,Szeged,CS,46.318,20.027,szeged
6729,Szeged,CS,46.318,20.027,szeged
6740,Szeged,CS,46.318,20.027,szeged
6741,Szeged,CS,46.318,20.027,szeged
6742,Szeged,CS,46.318,20.027,szeged
6743,Szeged,CS,46.318,20.027,szeged
6744,Szeged,CS,46.318,20.027,szeged
6745,Szeged,CS,46.318,20.027,szeged
6746,Szeged,CS,46.318,20.027,szeged
6747,Szeged,CS,46.318,20.027,szeged
6748,Szeged,CS,46.318,20.027,szeged
6750,Algyő,CS,46.17,20.17,algyő
6750,Szeged,CS,46.17,20.17,szeged
6753,Algyő,CS,46.17,20.17,algyő
6753,Szeged,CS,46.17,20.17,szeged
6754,Újszentiván,CS,46.1833,20.1833,újszentiván
6755,Kübekháza,CS,46.15,20.2833,kübekháza
6756,Tiszasziget,CS,46.1667,20.1667,tiszasziget
6757,Tiszasziget,CS,46.1667,20.1667,tiszasziget
6757,Szeged,CS,46.1667,20.1667,szeged
6758,Röszke,CS,46.1833,20.05,röszke
6760,Kistelek,CS,46.4725,19.9797,kistelek
6762,Sándorfalva,CS,46.3667,20.1,sándorfalva
6763,Szatymaz,CS,46.35,20.05,szatymaz
6764,Balástya,CS,46.4167,20.0167,balástya
6765,Csengele,CS,46.5333,19.8667,csengele
6766,Dóc,CS,46.4333,20.1333,dóc
6767,Ópusztaszer,CS,46.4833,20.0833,ópusztaszer
6768,Baks,CS,46.55,20.1,baks
6769,Pusztaszer,CS,46.55,19.9833,pusztaszer
6771,Pusztaszer,CS,46.55,19.9833,pusztaszer
6771,Szeged,CS,46.55,19.9833,szeged
6772,Deszk,CS,46.2167,20.25,deszk
6773,Klárafalva,CS,46.2167,20.3333,klárafalva
6774,Ferencszállás,CS,46.2167,20.35,ferencszállás
6775,Kiszombor,CS,46.1833,20.4333,kiszombor
6781,Domaszék,CS,46.2492,20.0111,domaszék
6782,Mórahalom,CS,46.2194,19.8911,mórahalom
6783,Ásotthalom,CS,46.2006,19.7906,ásotthalom
6784,Öttömös,CS,46.2833,19.6833,öttömös
6785,Pusztamérges,CS,46.3333,19.6833,pusztamérges
6786,Ruzsa,CS,46.2897,19.7544,ruzsa
6787,Zákányszék,CS,46.2667,19.9167,zákányszék
6791,Szeged,CS,46.2667,19.9167,szeged
6791,Zákányszék,CS,46.2667,19.9167,zákányszék
6792,Zsombó,CS,46.3333,19.9833,zsombó
6793,Forráskút,CS,46.3667,19.9167,forráskút
6794,Üllés,CS,46.3381,19.8519,üllés
6795,Bordány,CS,46.3217,19.925,bordány
6800,Hódmezővásárhely,CS,46.4167,20.3333,hódmezővásárhely
6801,Hódmezővásárhely,CS,46.4167,20.3333,hódmezővásárhely
6802,Hódmezővásárhely,CS,46.4167,20.3333,hódmezővásárhely
6803,Hódmezővásárhely,CS,46.4167,20.3333,hódmezővásárhely
6804,Hódmezővásárhely,CS,46.4167,20.3333,hódmezővásárhely
6806,Hódmezővásárhely,CS,46.4167,20.3333,hódmezővásárhely
6808,Hódmezővásárhely,CS,46.4167,20.3333,hódmezővásárhely
6811,Hódmezővásárhely,CS,46.4167,20.3333,hódmezővásárhely
6821,Székkutas,CS,46.5,20.5333,székkutas
6900,Makó,CS,46.2167,20.4833,makó
6901,Makó,CS,46.2167,20.4833,makó
6902,Makó,CS,46.2167,20.4833,makó
6903,Makó,CS,46.2167,20.4833,makó
6911,Királyhegyes,CS,46.2667,20.6167,királyhegyes
6912,Kövegy,CS,46.2167,20.6833,kövegy
6913,Csanádpalota,CS,46.25,20.7333,csanádpalota
6914,Pitvaros,CS,46.2972,20.7028,pitvaros
6915,Csanádalberti,CS,46.3333,20.7167,csanádalberti
6916,Ambrózfalva,CS,46.35,20.7333,ambrózfalva
6917,Nagyér,CS,46.3667,20.7333,nagyér
6921,Maroslele,CS,46.2667,20.35,maroslele
6922,Földeák,CS,46.3167,20.5,földeák
6923,Óföldeák,CS,46.3,20.45,óföldeák
6931,Apátfalva,CS,46.1667,20.5833,apátfalva
6932,Magyarcsanád,CS,46.1667,20.6167,magyarcsanád
6933,Nagylak,CS,46.1667,20.7167,nagylak
7000,Sárbogárd,FE,46.8833,18.6333,sárbogárd
7001,Sárbogárd,FE,46.8833,18.6333,sárbogárd
7002,Sárbogárd,FE,46.8833,18.6333,sárbogárd
7003,Sárbogárd,FE,46.8833,18.6333,sárbogárd
7011,Alap,FE,46.8,18.7,alap
7012,Alsószentiván,FE,46.7833,18.7333,alsószentiván
7013,Cece,FE,46.7667,18.65,cece
7014,Sáregres,FE,46.7833,18.6,sáregres
7015,Igar,FE,46.7833,18.5167,igar
7016,Igar,FE,46.7833,18.5167,igar
7017,Mezőszilas,FE,46.8167,18.4833,mezőszilas
7018,Mezőszilas,FE,46.8167,18.4833,mezőszilas
7019,Mezőszilas,FE,46.8167,18.4833,mezőszilas
7020,Dunaföldvár,TO,46.8,18.9333,dunaföldvár
7021,Dunaföldvár,TO,46.8,18.9333,dunaföldvár
7025,Bölcske,TO,46.7333,18.9667,bölcske
7026,Madocsa,TO,46.6833,18.9667,madocsa
7027,Madocsa,TO,46.6833,18.9667,madocsa
7030,Paks,TO,46.6333,18.8667,paks
7031,Paks,TO,46.6333,18.8667,paks
7032,Paks,TO,46.6333,18.8667,paks
7038,Pusztahencse,TO,46.6,18.7167,pusztahencse
7039,Németkér,TO,46.7167,18.7667,németkér
7041,Vajta,FE,46.7167,18.6667,vajta
7042,Pálfa,TO,46.7167,18.6333,pálfa
7043,Bikács,TO,46.6833,18.6667,bikács
7044,Nagydorog,TO,46.6333,18.6667,nagydorog
7045,Györköny,TO,46.6333,18.7,györköny
7047,Sárszentlőrinc,TO,46.6333,18.6167,sárszentlőrinc
7051,Kajdacs,TO,46.5667,18.6333,kajdacs
7052,Kölesd,TO,46.5167,18.5833,kölesd
7054,Tengelic,TO,46.5333,18.7167,tengelic
7056,Szedres,TO,46.4833,18.6833,szedres
7057,Medina,TO,46.4667,18.65,medina
7061,Belecska,TO,46.65,18.4167,belecska
7062,Keszőhidegkút,TO,46.6167,18.4333,keszőhidegkút
7063,Szárazd,TO,46.5667,18.4333,szárazd
7064,Gyönk,TO,46.55,18.4833,gyönk
7065,Miszla,TO,46.6333,18.4833,miszla
7066,Udvari,TO,46.6,18.5167,udvari
7067,Varsád,TO,46.5333,18.5167,varsád
7068,Kistormás,TO,46.5,18.5667,kistormás
7071,Szakadát,TO,46.5333,18.4833,szakadát
7072,Diósberény,TO,46.5333,18.45,diósberény
7081,Simontornya,TO,46.75,18.55,simontornya
7082,Kisszékely,TO,46.6833,18.55,kisszékely
7083,Tolnanémedi,TO,46.7167,18.4833,tolnanémedi
7084,Pincehely,TO,46.6833,18.45,pincehely
7085,Nagyszékely,TO,46.65,18.5333,nagyszékely
7086,Ozora,TO,46.75,18.4,ozora
7087,Fürged,TO,46.7167,18.3,fürged
7090,Tamási,TO,46.6333,18.2833,tamási
7091,Tamási,TO,46.6333,18.2833,tamási
7092,Nagykónyi,TO,46.5833,18.2,nagykónyi
7093,Értény,TO,46.6167,18.1333,értény
7094,Koppányszántó,TO,46.6,18.1167,koppányszántó
7095,Iregszemcse,TO,46.7,18.1833,iregszemcse
7095,Újireg,TO,46.65,18.1833,újireg
7097,Nagyszokoly,TO,46.7167,18.2167,nagyszokoly
7098,Magyarkeszi,TO,46.75,18.2333,magyarkeszi
7099,Felsőnyék,TO,46.7833,18.3,felsőnyék
7100,Szekszárd,TO,46.35,18.7167,szekszárd
7101,Szekszárd,TO,46.35,18.7167,szekszárd
7102,Szekszárd,TO,46.35,18.7167,szekszárd
7103,Szekszárd,TO,46.35,18.7167,szekszárd
7121,Szálka,TO,46.2833,18.6333,szálka
7122,Kakasd,TO,46.35,18.6,kakasd
7130,Tolna,TO,46.4333,18.7833,tolna
7131,Tolna,TO,46.4333,18.7833,tolna
7132,Bogyiszló,TO,46.3833,18.8333,bogyiszló
7133,Fadd,TO,46.4667,18.8333,fadd
7134,Gerjen,TO,46.5,18.9,gerjen
7135,Dunaszentgyörgy,TO,46.5333,18.8333,dunaszentgyörgy
7136,Fácánkert,TO,46.45,18.7333,fácánkert
7140,Bátaszék,TO,46.1833,18.7333,bátaszék
7142,Pörböly,TO,46.2,18.8167,pörböly
7143,Őcsény,TO,46.3167,18.7667,őcsény
7144,Decs,TO,46.2833,18.7667,decs
7145,Sárpilis,TO,46.25,18.75,sárpilis
7146,Várdomb,TO,46.25,18.7,várdomb
7147,Alsónána,TO,46.25,18.6667,alsónána
7148,Alsónyék,TO,46.2,18.7333,alsónyék
7149,Báta,TO,46.1333,18.7833,báta
7150,Bonyhád,TO,46.3,18.5333,bonyhád
7151,Bonyhád,TO,46.3,18.5333,bonyhád
7153,Bonyhád,TO,46.3,18.5333,bonyhád
7158,Bonyhádvarasd,TO,46.3667,18.4833,bonyhádvarasd
7159,Kisdorog,TO,46.3833,18.5,kisdorog
7161,Cikó,TO,46.25,18.5667,cikó
7162,Grábóc,TO,46.2833,18.6167,grábóc
7163,Mőcsény,TO,46.2667,18.6,mőcsény
7164,Bátaapáti,TO,46.2167,18.6,bátaapáti
7165,Mórágy,TO,46.2167,18.65,mórágy
7171,Sióagárd,TO,46.4,18.65,sióagárd
7172,Harc,TO,46.4,18.6333,harc
7173,Zomba,TO,46.4,18.5667,zomba
7174,Kéty,TO,46.4333,18.5333,kéty
7175,Felsőnána,TO,46.4667,18.5333,felsőnána
7176,Murga,TO,46.4667,18.4833,murga
7181,Tevel,TO,46.4167,18.45,tevel
7182,Závod,TO,46.4,18.4167,závod
7183,Kisvejke,TO,46.3833,18.4167,kisvejke
7184,Lengyel,BA,46.3786,18.4357,lengyel
7184,Szárász,TO,46.3786,18.4357,szárász
7185,Mucsfa,TO,46.35,18.4167,mucsfa
7186,Aparhant,TO,46.3333,18.45,aparhant
7186,Nagyvejke,TO,46.3833,18.45,nagyvejke
7187,Nagyvejke,TO,46.3833,18.45,nagyvejke
7188,Szárász,BA,46.34,18.4046,szárász
7191,Hőgyész,TO,46.4833,18.4167,hőgyész
7192,Szakály,TO,46.5333,18.3833,szakály
7193,Regöly,TO,46.5833,18.4167,regöly
7194,Kalaznó,TO,46.5,18.4833,kalaznó
7195,Mucsi,TO,46.4333,18.4,mucsi
7200,Dombóvár,TO,46.3833,18.1167,dombóvár
7201,Dombóvár,TO,46.3833,18.1167,dombóvár
7202,Dombóvár,TO,46.3833,18.1167,dombóvár
7203,Dombóvár,TO,46.3833,18.1167,dombóvár
7211,Dalmand,TO,46.5,18.1833,dalmand
7212,Kocsola,TO,46.5333,18.1833,kocsola
7213,Szakcs,TO,46.5133,18.11,szakcs
7214,Várong,TO,46.5333,18.05,várong
7214,Lápafő,TO,46.5167,18.0667,lápafő
7215,Nak,TO,46.4833,18.0667,nak
7224,Dúzs,TO,46.4833,18.3833,dúzs
7225,Csibrák,TO,46.4667,18.35,csibrák
7226,Kurd,TO,46.45,18.3167,kurd
7227,Gyulaj,TO,46.5,18.3,gyulaj
7228,Döbrököz,TO,46.4167,18.25,döbrököz
7251,Kapospula,TO,46.3524,18.0143,kapospula
7252,Attala,TO,46.3524,18.0143,attala
7253,Csoma,SO,46.3667,18.05,csoma
7253,Szabadi,SO,46.3667,18.0333,szabadi
7255,Nagyberki,SO,46.3667,18.0167,nagyberki
7256,Kercseliget,SO,46.3333,18.0667,kercseliget
7257,Mosdós,SO,46.35,18.0,mosdós
7258,Kaposkeresztúr,SO,46.3333,17.9667,kaposkeresztúr
7258,Baté,SO,46.35,17.9667,baté
7261,Kaposhomok,SO,46.3667,17.9167,kaposhomok
7261,Taszár,SO,46.3667,17.9167,taszár
7271,Fonó,SO,46.4,17.95,fonó
7272,Gölle,SO,46.4333,18.0167,gölle
7273,Büssü,SO,46.4667,17.9667,büssü
7274,Kazsok,SO,46.4833,17.9667,kazsok
7275,Igal,SO,46.5333,17.95,igal
7276,Somogyszil,SO,46.5167,18.0,somogyszil
7276,Gadács,SO,46.5333,18.0167,gadács
7279,Kisgyalán,SO,46.4167,17.9833,kisgyalán
7281,Bonnya,SO,46.5833,17.9,bonnya
7282,Kisbárapáti,SO,46.6,17.8667,kisbárapáti
7282,Fiad,SO,46.6333,17.85,fiad
7283,Somogyacsa,SO,46.5833,17.95,somogyacsa
7284,Somogydöröcske,SO,46.5833,18.0,somogydöröcske
7285,Kára,SO,46.6167,18.0167,kára
7285,Szorosad,SO,46.6,18.0333,szorosad
7285,Törökkoppány,SO,46.6,18.05,törökkoppány
7286,Miklósi,SO,46.65,18.0,miklósi
7300,Mecsekpölöske,BA,46.2167,18.2167,mecsekpölöske
7300,Komló,BA,46.2,18.2667,komló
7301,Mecsekpölöske,BA,46.2167,18.2167,mecsekpölöske
7302,Mecsekpölöske,BA,46.2167,18.2167,mecsekpölöske
7303,Mecsekpölöske,BA,46.2167,18.2167,mecsekpölöske
7304,Mánfa,BA,46.1667,18.25,mánfa
7305,Mánfa,BA,46.1667,18.25,mánfa
7306,Mánfa,BA,46.1667,18.25,mánfa
7309,Mánfa,BA,46.1667,18.25,mánfa
7331,Liget,BA,46.2333,18.2,liget
7332,Magyaregregy,BA,46.25,18.3167,magyaregregy
7333,Kárász,BA,46.2667,18.3167,kárász
7333,Vékény,BA,46.2667,18.35,vékény
7334,Köblény,BA,46.3,18.3,köblény
7334,Szalatnak,BA,46.2833,18.2833,szalatnak
7341,Csikóstőttős,TO,46.3333,18.1667,csikóstőttős
7342,Mágocs,BA,46.35,18.2333,mágocs
7343,Nagyhajmás,BA,46.3278,18.2944,nagyhajmás
7344,Mekényes,BA,46.3833,18.3333,mekényes
7345,Alsómocsolád,BA,46.3167,18.25,alsómocsolád
7346,Bikal,BA,46.3333,18.2833,bikal
7347,Egyházaskozár,BA,46.3333,18.3167,egyházaskozár
7348,Tófű,BA,46.3167,18.3667,tófű
7348,Hegyhátmaróc,BA,46.3167,18.3333,hegyhátmaróc
7349,Szászvár,BA,46.2667,18.3667,szászvár
7351,Máza,BA,46.2667,18.4,máza
7352,Györe,TO,46.3,18.4,györe
7353,Izmény,TO,46.3167,18.4167,izmény
7354,Váralja,TO,46.2667,18.4333,váralja
7355,Nagymányok,TO,46.2833,18.4667,nagymányok
7356,Kismányok,TO,46.2667,18.4833,kismányok
7357,Jágónak,TO,46.3167,18.0833,jágónak
7361,Kaposszekcső,TO,46.3333,18.1333,kaposszekcső
7362,Gerényes,BA,46.3,18.1833,gerényes
7362,Vásárosdombó,BA,46.3,18.15,vásárosdombó
7362,Tarrós,TO,46.3056,18.1389,tarrós
7362,Jágónak,TO,46.3167,18.0833,jágónak
7370,Felsőegerszeg,BA,46.25,18.1333,felsőegerszeg
7370,Oroszló,BA,46.2167,18.1333,oroszló
7370,Palé,BA,46.2667,18.0667,palé
7370,Sásd,BA,46.25,18.1167,sásd
7370,Varga,BA,46.2333,18.15,varga
7370,Vázsnok,BA,46.2667,18.1333,vázsnok
7370,Meződ,BA,46.2833,18.1,meződ
7381,Ág,BA,46.2833,18.2,ág
7381,Kisvaszar,BA,46.2833,18.2167,kisvaszar
7381,Tékes,BA,46.2833,18.1667,tékes
7383,Baranyaszentgyörgy,BA,46.2333,18.0167,baranyaszentgyörgy
7383,Tormás,BA,46.2333,18.0,tormás
7383,Szágy,BA,46.2333,17.95,szágy
7384,Baranyajenő,BA,46.2667,18.05,baranyajenő
7385,Gödre,BA,46.2833,17.9833,gödre
7386,Gödre,BA,46.2833,17.9833,gödre
7391,Kisbeszterce,BA,46.2,18.0333,kisbeszterce
7391,Kishajmás,BA,46.2,18.0833,kishajmás
7391,Mindszentgodisa,BA,46.2167,18.0667,mindszentgodisa
7393,Bakóca,BA,46.2167,18.0,bakóca
7394,Magyarhertelend,BA,46.1833,18.15,magyarhertelend
7394,Bodolyabér,BA,46.2,18.1167,bodolyabér
7396,Magyarszék,BA,46.2,18.2,magyarszék
7400,Kaposvár,SO,46.3667,17.8,kaposvár
7400,Orci,SO,46.4,17.8667,orci
7400,Zselickislak,SO,46.3167,17.8167,zselickislak
7401,Zselickislak,SO,46.3167,17.8167,zselickislak
7402,Zselickislak,SO,46.3167,17.8167,zselickislak
7403,Zselickislak,SO,46.3167,17.8167,zselickislak
7404,Zselickislak,SO,46.3167,17.8167,zselickislak
7405,Zselickislak,SO,46.3167,17.8167,zselickislak
7406,Zselickislak,SO,46.3167,17.8167,zselickislak
7407,Zselickislak,SO,46.3167,17.8167,zselickislak
7408,Zselickislak,SO,46.3167,17.8167,zselickislak
7409,Zselickislak,SO,46.3167,17.8167,zselickislak
7431,Juta,SO,46.4,17.75,juta
7432,Csombárd,SO,46.45,17.6833,csombárd
7432,Hetes,SO,46.4167,17.7,hetes
7434,Mezőcsokonya,SO,46.4333,17.65,mezőcsokonya
7435,Somogysárd,SO,46.4167,17.6,somogysárd
7436,Újvárfalva,SO,46.4333,17.5833,újvárfalva
7439,Bodrog,SO,46.4667,17.6667,bodrog
7441,Magyaregres,SO,46.45,17.7833,magyaregres
7442,Várda,SO,46.45,17.7333,várda
7443,Alsóbogát,SO,46.5,17.75,alsóbogát
7443,Somogyjád,SO,46.5,17.7,somogyjád
7443,Edde,SO,46.5167,17.7167,edde
7444,Osztopán,SO,46.5167,17.6667,osztopán
7452,Somogyaszaló,SO,46.45,17.8167,somogyaszaló
7453,Mernye,SO,46.5,17.8333,mernye
7454,Somodor,SO,46.4833,17.85,somodor
7455,Somogygeszti,SO,46.5167,17.7833,somogygeszti
7456,Felsőmocsolád,SO,46.5833,17.8333,felsőmocsolád
7457,Ecseny,SO,46.55,17.85,ecseny
7458,Polány,SO,46.55,17.7833,polány
7463,Magyaratád,SO,46.4667,17.9,magyaratád
7463,Patalom,SO,46.45,17.9167,patalom
7464,Ráksi,SO,46.5167,17.9167,ráksi
7465,Szentgáloskér,SO,46.5,17.8833,szentgáloskér
7471,Zimány,SO,46.4167,17.9167,zimány
7472,Cserénfa,SO,46.3167,17.8833,cserénfa
7472,Szentbalázs,SO,46.3167,17.9,szentbalázs
7473,Gálosfa,SO,46.25,17.9,gálosfa
7473,Kaposgyarmat,SO,46.2833,17.8833,kaposgyarmat
7473,Hajmás,SO,46.2833,17.9167,hajmás
7474,Zselicszentpál,SO,46.3,17.8333,zselicszentpál
7474,Simonfa,SO,46.2833,17.8333,simonfa
7475,Bőszénfa,SO,46.2333,17.85,bőszénfa
7476,Kaposszerdahely,SO,46.3167,17.75,kaposszerdahely
7477,Patca,SO,46.2833,17.7167,patca
7477,Szenna,SO,46.3,17.7333,szenna
7477,Zselickisfalud,SO,46.2667,17.7333,zselickisfalud
7477,Szilvásszentmárton,SO,46.2667,17.7333,szilvásszentmárton
7478,Bárdudvarnok,SO,46.3333,17.6833,bárdudvarnok
7479,Sántos,SO,46.35,17.8833,sántos
7500,Nagyatád,SO,46.2167,17.3667,nagyatád
7501,Nagyatád,SO,46.2167,17.3667,nagyatád
7511,Ötvöskónyi,SO,46.2167,17.3667,ötvöskónyi
7512,Mike,SO,46.2333,17.5333,mike
7513,Rinyaszentkirály,SO,46.15,17.4,rinyaszentkirály
7514,Tarany,SO,46.1833,17.3,tarany
7515,Somogyudvarhely,SO,46.1667,17.2,somogyudvarhely
7516,Berzence,SO,46.2,17.15,berzence
7517,Bolhás,SO,46.2667,17.2833,bolhás
7521,Kaposmérő,SO,46.3667,17.7167,kaposmérő
7522,Kaposújlak,SO,46.3667,17.7333,kaposújlak
7523,Kisasszond,SO,46.3333,17.6333,kisasszond
7523,Kaposfő,SO,46.3667,17.6667,kaposfő
7524,Kiskorpád,SO,46.35,17.6167,kiskorpád
7525,Jákó,SO,46.3333,17.55,jákó
7526,Csököly,SO,46.3,17.55,csököly
7527,Rinyakovácsi,SO,46.2833,17.6,rinyakovácsi
7527,Gige,SO,46.3,17.6167,gige
7530,Kőkút,SO,46.1833,17.5833,kőkút
7530,Kadarkút,SO,46.2333,17.6333,kadarkút
7532,Hencse,SO,46.2,17.6333,hencse
7533,Visnye,SO,46.1833,17.6833,visnye
7533,Hedrehely,SO,46.1833,17.6667,hedrehely
7535,Lad,SO,46.15,17.65,lad
7536,Patosfa,SO,46.1333,17.6667,patosfa
7537,Homokszentgyörgy,SO,46.1167,17.5833,homokszentgyörgy
7538,Kálmáncsa,SO,46.0667,17.6167,kálmáncsa
7539,Szulok,SO,46.05,17.55,szulok
7541,Kutas,SO,46.3333,17.45,kutas
7542,Kisbajom,SO,46.3,17.5,kisbajom
7543,Beleg,SO,46.3167,17.4167,beleg
7544,Szabás,SO,46.2833,17.45,szabás
7545,Nagykorpád,SO,46.2667,17.4667,nagykorpád
7551,Lábod,SO,46.2,17.45,lábod
7552,Rinyabesenyő,SO,46.1667,17.5167,rinyabesenyő
7553,Görgeteg,SO,46.15,17.4333,görgeteg
7555,Csokonyavisonta,SO,46.0833,17.45,csokonyavisonta
7556,Rinyaújlak,SO,46.0833,17.4167,rinyaújlak
7557,Rinyaújlak,SO,46.0833,17.4167,rinyaújlak
7561,Nagybajom,SO,46.3833,17.5167,nagybajom
7561,Pálmajor,SO,46.3833,17.5667,pálmajor
7562,Segesd,SO,46.35,17.35,segesd
7563,Somogyszob,SO,46.3,17.3,somogyszob
7564,Kaszó,SO,46.3542,17.4333,kaszó
7570,Barcs,SO,45.96,17.4586,barcs
7571,Barcs,SO,45.96,17.4586,barcs
7582,Komlósd,SO,46.0167,17.3833,komlósd
7582,Péterhida,SO,46.0167,17.3667,péterhida
7584,Babócsa,SO,46.0333,17.3667,babócsa
7584,Rinyaújnép,SO,46.0833,17.35,rinyaújnép
7584,Somogyaracs,SO,46.05,17.4,somogyaracs
7585,Háromfa,SO,46.1,17.3333,háromfa
7585,Bakháza,SO,46.1,17.3667,bakháza
7586,Bolhó,SO,46.0333,17.3,bolhó
7587,Heresznye,SO,46.05,17.2833,heresznye
7588,Vízvár,SO,46.0833,17.2333,vízvár
7589,Bélavár,SO,46.1167,17.2167,bélavár
7600,Pécs,BA,46.0967,18.2068,pécs
7601,Pécs,BA,46.0967,18.2068,pécs
7602,Pécs,BA,46.0967,18.2068,pécs
7603,Pécs,BA,46.0967,18.2068,pécs
7604,Pécs,BA,46.0967,18.2068,pécs
7605,Pécs,BA,46.0967,18.2068,pécs
7606,Pécs,BA,46.0967,18.2068,pécs
7607,Pécs,BA,46.0967,18.2068,pécs
7608,Pécs,BA,46.0967,18.2068,pécs
7610,Pécs,BA,46.0967,18.2068,pécs
7611,Pécs,BA,46.0967,18.2068,pécs
7612,Pécs,BA,46.0967,18.2068,pécs
7613,Pécs,BA,46.0967,18.2068,pécs
7614,Pécs,BA,46.0967,18.2068,pécs
7615,Pécs,BA,46.0967,18.2068,pécs
7616,Pécs,BA,46.0967,18.2068,pécs
7617,Pécs,BA,46.0967,18.2068,pécs
7618,Pécs,BA,46.0967,18.2068,pécs
7619,Pécs,BA,46.0967,18.2068,pécs
7621,Pécs,BA,46.0967,18.2068,pécs
7622,Pécs,BA,46.0967,18.2068,pécs
7623,Pécs,BA,46.0967,18.2068,pécs
7624,Pécs,BA,46.0967,18.2068,pécs
7625,Pécs,BA,46.0967,18.2068,pécs
7626,Pécs,BA,46.0967,18.2068,pécs
7627,Pécs,BA,46.0967,18.2068,pécs
7628,Pécs,BA,46.0967,18.2068,pécs
7629,Pécs,BA,46.0967,18.2068,pécs
7630,Pécs,BA,46.0967,18.2068,pécs
7631,Pécs,BA,46.0967,18.2068,pécs
7632,Pécs,BA,46.0967,18.2068,pécs
7633,Pécs,BA,46.0967,18.2068,pécs
7634,Pécs,BA,46.0967,18.2068,pécs
7635,Pécs,BA,46.0967,18.2068,pécs
7636,Pécs,BA,46.0967,18.2068,pécs
7639,Pécs,BA,46.0967,18.2068,pécs
7643,Pécs,BA,46.0967,18.2068,pécs
7644,Pécs,BA,46.0967,18.2068,pécs
7645,Pécs,BA,46.0967,18.2068,pécs
7646,Pécs,BA,46.0967,18.2068,pécs
7647,Pécs,BA,46.0967,18.2068,pécs
7648,Pécs,BA,46.0967,18.2068,pécs
7650,Pécs,BA,46.0967,18.2068,pécs
7661,Erzsébet,BA,46.1,18.4667,erzsébet
7661,Kékesd,BA,46.1,18.4667,kékesd
7661,Kátoly,BA,46.0667,18.45,kátoly
7661,Szellő,BA,46.0667,18.4667,szellő
7663,Máriakéménd,BA,46.0333,18.4667,máriakéménd
7664,Berkesd,BA,46.0667,18.4167,berkesd
7664,Szilágy,BA,46.1,18.4167,szilágy
7664,Pereked,BA,46.1,18.3833,pereked
7666,Pogány,BA,45.98,18.26,pogány
7668,Gyód,BA,45.9958,18.1786,gyód
7668,Keszü,BA,46.0167,18.1833,keszü
7668,Kökény,BA,45.9969,18.2028,kökény
7671,Bicsérd,BA,46.0167,18.0833,bicsérd
7671,Zók,BA,46.0,18.1,zók
7671,Aranyosgadány,BA,46.0,18.1167,aranyosgadány
7672,Boda,BA,46.0833,18.05,boda
7673,Kővágószőlős,BA,46.0833,18.1333,kővágószőlős
7673,Cserkút,BA,46.0667,18.1333,cserkút
7675,Kővágótöttös,BA,46.0833,18.0833,kővágótöttös
7675,Bakonya,BA,46.0833,18.0833,bakonya
7677,Orfű,BA,46.1333,18.15,orfű
7678,Abaliget,BA,46.15,18.1167,abaliget
7678,Kovácsszénája,BA,46.1667,18.1167,kovácsszénája
7678,Husztót,BA,46.1667,18.0833,husztót
7681,Okorvölgy,BA,46.15,18.0667,okorvölgy
7681,Hetvehely,BA,46.1333,18.05,hetvehely
7681,Szentkatalin,BA,46.1667,18.05,szentkatalin
7682,Bükkösd,BA,46.1,17.9833,bükkösd
